% k, BiMo,fgcs,,,kang,,,sora,,
TSPrideWithMotifCoreness_new_vsm-1(W/T/L): ,2|12|4,2,16,0,1,17,0,2,16,0
TSPrideWithMotifCoreness_new_vsm-2(W/T/L): ,1|16|1,1,16,1,1,15,2,1,16,1
TSPrideWithMotifCoreness_new_vsm-3(W/T/L): ,4|13|1,1,14,3,2,14,2,1,16,1
TSPrideWithMotifCoreness_new_vsm-4(W/T/L): ,3|14|1,1,16,1,2,14,2,2,15,1
TSPrideWithMotifCoreness_new_vsm-5(W/T/L): ,1|16|1,3,13,2,3,14,1,2,16,0
TSPrideWithMotifCoreness_new_vsm-6(W/T/L): ,2|15|1,2,15,1,2,15,1,2,16,0
TSPrideWithMotifCoreness_new_vsm-7(W/T/L): ,0|16|2,2,13,3,2,15,1,2,14,2
TSPrideWithMotifCoreness_new_vsm-8(W/T/L): ,1|15|2,3,13,2,3,14,1,2,15,1
TSPrideWithMotifCoreness_new_vsm-9(W/T/L): ,1|14|3,3,14,1,3,15,0,1,16,1
TSPrideWithMotifCoreness_new_vsm-10(W/T/L): ,1|16|1,0,17,1,5,12,1,1,17,0
TSPrideWithMotifCoreness_new_vsm-11(W/T/L): ,0|16|2,1,16,1,3,14,1,2,15,1
TSPrideWithMotifCoreness_new_vsm-12(W/T/L): ,0|17|1,1,16,1,2,15,1,1,15,2
TSPrideWithMotifCoreness_new_vsm-13(W/T/L): ,0|16|2,0,15,3,2,13,3,0,15,3
TSPrideWithMotifCoreness_new_vsm-14(W/T/L): ,2|13|3,2,14,2,2,14,2,0,13,5
TSPrideWithMotifCoreness_new_vsm-15(W/T/L): ,3|13|2,0,15,3,1,13,4,0,14,4
,,1,15,2,1,15,2,3,13,2
,,2,12,4,3,14,1,4,10,4
,,3,14,1,2,12,4,6,8,4
,,3,12,3,3,13,2,3,12,3
,,4,12,2,4,13,1,4,12,2
,,4,13,1,4,11,3,2,15,1
,,2,14,2,4,10,4,1,14,3
,,4,13,1,3,12,3,1,13,4
,,4,13,1,1,16,1,0,17,1
,,6,11,1,2,14,2,1,17,0
,,6,10,2,5,10,3,1,17,0
,,5,13,0,1,15,2,2,15,1
,,3,14,1,4,14,0,3,14,1
,,3,15,0,4,12,2,4,12,2
,,3,15,0,4,11,3,4,13,1
sum,,75,419,46,79,406,55,58,431,51
sum,,75|419|46,79|406|55,58|431|51,,,,,,
WTL%,,0.138888888888889|0.775925925925926|0.0851851851851852,0.146296296296296|0.751851851851852|0.101851851851852,0.107407407407407|0.798148148148148|0.0944444444444444,,,,,,
no worse,,91.5%,89.8%,90.6%,,,,,,
,,13.9%,77.6%,8.5%,14.6%,75.2%,10.2%,10.7%,79.8%,9.4%
