% k&fgcs&&&kang&&&sora
sum&54\sx447\sx39&74\sx429\sx37&54\sx450\sx36&75\sx419\sx46&79\sx406\sx55&58\sx431\sx51\\
WTL、%&10.0\sx82.8\sx7.2&13.7\sx79.4\sx6.9&10.0\sx83.3\sx6.7&13.9\sx77.6\sx8.5&14.6\sx75.2\sx10.2&10.7\sx79.8\sx9.4\\
no worse&92.8&93.1&91.5&89.8&90.6\\
