% k, BiMo
.01,87|100|11
.02,77|88|33
.03,101|73|24
.04,109|68|21
.05,127|50|21
.06,132|42|24
.07,124|47|27
.08,122|53|23
.09,126|50|22
.10,122|56|20
.11,121|55|22
.12,121|50|27
.13,127|42|29
.14,122|49|27
.15,123|51|24
