% k, BiMo
.01,75|99|24
.02,89|76|33
.03,97|72|29
.04,112|60|26
.05,129|42|27
.06,123|47|28
.07,120|46|32
.08,120|45|33
.09,122|51|25
.10,128|46|24
.11,122|56|20
.12,119|50|29
.13,114|54|30
.14,114|45|39
.15,119|43|36
