sum&126\sx117\sx27&139\sx105\sx26&131\sx107\sx32\\
WTL%&46.7\sx43.3\sx10.0&51.5\sx38.9\sx9.6&48.5\sx39.6\sx11.9\\
no worse&90.0&90.4&88.1\\
W-L&36.7&41.9&36.7\\
sum&226\sx240\sx74&210\sx254\sx76&214\sx256\sx70\\
WTL%&41.9\sx44.4\sx13.7&38.9\sx47.0\sx14.1&39.6\sx47.4\sx13.0\\
no worse&86.3&85.9&87\\
W-L&41.9&44.4&13.7\\
