software12,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)11%=0.12,0.9,0.9,0.9
argouml(12)11%=0.12,1.0,1.0,1.0
gwtportlets(27)11%=0.12,0.4074074074074074,0.3703703703703703,0.4074074074074074
javaclient(57)11%=0.12,0.3157894736842105,0.2280701754385964,0.3333333333333333
jedit(7)11%=0.12,1.0,1.0,1.0
jgap(18)11%=0.12,0.3888888888888889,0.3888888888888889,0.3888888888888889
jhotdraw(9)11%=0.12,1.0,1.0,1.0
jmeter_core(14)11%=0.12,0.3571428571428571,0.5,0.5
JPMC(24)11%=0.12,0.125,0.0833333333333333,0.0833333333333333
log4j(9)11%=0.12,0.7777777777777778,0.7777777777777778,0.7777777777777778
Mars(29)11%=0.12,0.6206896551724138,0.6551724137931034,0.6206896551724138
Maze(27)11%=0.12,0.2592592592592592,0.2592592592592592,0.2592592592592592
neuroph(24)11%=0.12,0.5,0.5416666666666666,0.5416666666666666
PDFBox(12)11%=0.12,0.8333333333333334,0.9166666666666666,0.8333333333333334
tomcat(28)11%=0.12,0.8928571428571429,0.8928571428571429,0.8928571428571429
wro4j(12)11%=0.12,1.0,1.0,1.0
Xerces(6)11%=0.12,0.8333333333333334,0.8333333333333334,0.8333333333333334
xuml(37)11%=0.12,0.0,0.0,0.0
