software14,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)13%=0.14,0.9,0.9,0.9
argouml(12)13%=0.14,1.0,1.0,1.0
gwtportlets(27)13%=0.14,0.4074074074074074,0.4444444444444444,0.4074074074074074
javaclient(57)13%=0.14,0.3508771929824561,0.3333333333333333,0.3508771929824561
jedit(7)13%=0.14,1.0,1.0,1.0
jgap(18)13%=0.14,0.3888888888888889,0.3888888888888889,0.3888888888888889
jhotdraw(9)13%=0.14,1.0,1.0,1.0
jmeter_core(14)13%=0.14,0.5,0.5,0.5
JPMC(24)13%=0.14,0.125,0.125,0.125
log4j(9)13%=0.14,0.7777777777777778,0.7777777777777778,0.7777777777777778
Mars(29)13%=0.14,0.6896551724137931,0.6896551724137931,0.6551724137931034
Maze(27)13%=0.14,0.2962962962962963,0.2962962962962963,0.2962962962962963
neuroph(24)13%=0.14,0.5416666666666666,0.5833333333333334,0.5416666666666666
PDFBox(12)13%=0.14,0.9166666666666666,1.0,0.9166666666666666
tomcat(28)13%=0.14,0.8928571428571429,0.8928571428571429,0.8928571428571429
wro4j(12)13%=0.14,1.0,1.0,1.0
Xerces(6)13%=0.14,0.8333333333333334,0.8333333333333334,0.8333333333333334
xuml(37)13%=0.14,0.0,0.027027027027027,0.0
