software06,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)5%=0.06,0.7,0.8,0.8
argouml(12)5%=0.06,0.9166666666666666,1.0,1.0
gwtportlets(27)5%=0.06,0.2222222222222222,0.2222222222222222,0.2222222222222222
javaclient(57)5%=0.06,0.087719298245614,0.0701754385964912,0.087719298245614
jedit(7)5%=0.06,1.0,1.0,1.0
jgap(18)5%=0.06,0.2222222222222222,0.1666666666666666,0.2222222222222222
jhotdraw(9)5%=0.06,0.8888888888888888,0.8888888888888888,0.8888888888888888
jmeter_core(14)5%=0.06,0.3571428571428571,0.3571428571428571,0.3571428571428571
JPMC(24)5%=0.06,0.0833333333333333,0.0416666666666666,0.0833333333333333
log4j(9)5%=0.06,0.6666666666666666,0.7777777777777778,0.6666666666666666
Mars(29)5%=0.06,0.4137931034482758,0.4482758620689655,0.4137931034482758
Maze(27)5%=0.06,0.1481481481481481,0.1481481481481481,0.1481481481481481
neuroph(24)5%=0.06,0.3333333333333333,0.3333333333333333,0.3333333333333333
PDFBox(12)5%=0.06,0.6666666666666666,0.6666666666666666,0.6666666666666666
tomcat(28)5%=0.06,0.75,0.7142857142857143,0.6785714285714286
wro4j(12)5%=0.06,1.0,1.0,1.0
Xerces(6)5%=0.06,0.6666666666666666,0.6666666666666666,0.6666666666666666
xuml(37)5%=0.06,0.0,0.0,0.0
