software04,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)3%=0.04,0.7,0.8,0.7
argouml(12)3%=0.04,0.8333333333333334,0.9166666666666666,0.9166666666666666
gwtportlets(27)3%=0.04,0.1481481481481481,0.1481481481481481,0.1481481481481481
javaclient(57)3%=0.04,0.0350877192982456,0.0350877192982456,0.0350877192982456
jedit(7)3%=0.04,1.0,1.0,1.0
jgap(18)3%=0.04,0.1666666666666666,0.1111111111111111,0.1666666666666666
jhotdraw(9)3%=0.04,0.6666666666666666,0.6666666666666666,0.6666666666666666
jmeter_core(14)3%=0.04,0.2142857142857142,0.1428571428571428,0.2142857142857142
JPMC(24)3%=0.04,0.0416666666666666,0.0416666666666666,0.0416666666666666
log4j(9)3%=0.04,0.5555555555555556,0.5555555555555556,0.5555555555555556
Mars(29)3%=0.04,0.4137931034482758,0.4137931034482758,0.4137931034482758
Maze(27)3%=0.04,0.074074074074074,0.074074074074074,0.074074074074074
neuroph(24)3%=0.04,0.2083333333333333,0.25,0.2083333333333333
PDFBox(12)3%=0.04,0.5833333333333334,0.5833333333333334,0.5833333333333334
tomcat(28)3%=0.04,0.6071428571428571,0.5714285714285714,0.5714285714285714
wro4j(12)3%=0.04,0.9166666666666666,0.9166666666666666,0.9166666666666666
Xerces(6)3%=0.04,0.1666666666666666,0.3333333333333333,0.1666666666666666
xuml(37)3%=0.04,0.0,0.0,0.0
