software15,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)15%=0.15,0.9,0.9,0.9
argouml(12)15%=0.15,1.0,1.0,1.0
gwtportlets(27)15%=0.15,0.4444444444444444,0.4444444444444444,0.4444444444444444
javaclient(57)15%=0.15,0.3859649122807017,0.3333333333333333,0.3859649122807017
jedit(7)15%=0.15,1.0,1.0,1.0
jgap(18)15%=0.15,0.4444444444444444,0.3888888888888889,0.3888888888888889
jhotdraw(9)15%=0.15,1.0,1.0,1.0
jmeter_core(14)15%=0.15,0.5714285714285714,0.5,0.5714285714285714
JPMC(24)15%=0.15,0.125,0.1666666666666666,0.125
log4j(9)15%=0.15,0.7777777777777778,0.7777777777777778,0.7777777777777778
Mars(29)15%=0.15,0.7241379310344828,0.7241379310344828,0.6896551724137931
Maze(27)15%=0.15,0.3333333333333333,0.3333333333333333,0.3333333333333333
neuroph(24)15%=0.15,0.5416666666666666,0.625,0.5416666666666666
PDFBox(12)15%=0.15,0.9166666666666666,1.0,0.9166666666666666
tomcat(28)15%=0.15,0.9285714285714286,0.8928571428571429,0.8928571428571429
wro4j(12)15%=0.15,1.0,1.0,1.0
Xerces(6)15%=0.15,0.8333333333333334,0.8333333333333334,0.8333333333333334
xuml(37)15%=0.15,0.027027027027027,0.027027027027027,0.027027027027027
