software07,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)6%=0.07,0.8,0.8,0.8
argouml(12)6%=0.07,0.9166666666666666,1.0,1.0
gwtportlets(27)6%=0.07,0.2592592592592592,0.2222222222222222,0.2592592592592592
javaclient(57)6%=0.07,0.1228070175438596,0.1052631578947368,0.1228070175438596
jedit(7)6%=0.07,1.0,1.0,1.0
jgap(18)6%=0.07,0.2777777777777778,0.2777777777777778,0.2222222222222222
jhotdraw(9)6%=0.07,0.8888888888888888,0.8888888888888888,0.8888888888888888
jmeter_core(14)6%=0.07,0.3571428571428571,0.3571428571428571,0.3571428571428571
JPMC(24)6%=0.07,0.0833333333333333,0.0833333333333333,0.0833333333333333
log4j(9)6%=0.07,0.7777777777777778,0.7777777777777778,0.7777777777777778
Mars(29)6%=0.07,0.4482758620689655,0.4827586206896552,0.4827586206896552
Maze(27)6%=0.07,0.1481481481481481,0.1481481481481481,0.1481481481481481
neuroph(24)6%=0.07,0.375,0.375,0.375
PDFBox(12)6%=0.07,0.6666666666666666,0.6666666666666666,0.6666666666666666
tomcat(28)6%=0.07,0.7857142857142857,0.7857142857142857,0.7142857142857143
wro4j(12)6%=0.07,1.0,1.0,1.0
Xerces(6)6%=0.07,0.6666666666666666,0.6666666666666666,0.6666666666666666
xuml(37)6%=0.07,0.0,0.0,0.0
