software01,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)1%=0.01,0.3,0.3,0.3
argouml(12)1%=0.01,0.5,0.5,0.5
gwtportlets(27)1%=0.01,0.037037037037037,0.037037037037037,0.037037037037037
javaclient(57)1%=0.01,0.0175438596491228,0.0175438596491228,0.0175438596491228
jedit(7)1%=0.01,0.5714285714285714,0.5714285714285714,0.5714285714285714
jgap(18)1%=0.01,0.0555555555555555,0.0,0.0
jhotdraw(9)1%=0.01,0.2222222222222222,0.2222222222222222,0.2222222222222222
jmeter_core(14)1%=0.01,0.0714285714285714,0.0714285714285714,0.0714285714285714
JPMC(24)1%=0.01,0.0,0.0,0.0
log4j(9)1%=0.01,0.2222222222222222,0.2222222222222222,0.2222222222222222
Mars(29)1%=0.01,0.1379310344827586,0.1379310344827586,0.1379310344827586
Maze(27)1%=0.01,0.0,0.0,0.0
neuroph(24)1%=0.01,0.0416666666666666,0.0416666666666666,0.0416666666666666
PDFBox(12)1%=0.01,0.1666666666666666,0.25,0.1666666666666666
tomcat(28)1%=0.01,0.25,0.1428571428571428,0.1785714285714285
wro4j(12)1%=0.01,0.0833333333333333,0.25,0.25
Xerces(6)1%=0.01,0.1666666666666666,0.0,0.0
xuml(37)1%=0.01,0.0,0.0,0.0
