software08,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)7%=0.08,0.8,0.8,0.8
argouml(12)7%=0.08,0.9166666666666666,1.0,1.0
gwtportlets(27)7%=0.08,0.2962962962962963,0.2592592592592592,0.2962962962962963
javaclient(57)7%=0.08,0.1929824561403508,0.1228070175438596,0.1929824561403508
jedit(7)7%=0.08,1.0,1.0,1.0
jgap(18)7%=0.08,0.3333333333333333,0.3333333333333333,0.2777777777777778
jhotdraw(9)7%=0.08,0.8888888888888888,1.0,1.0
jmeter_core(14)7%=0.08,0.3571428571428571,0.3571428571428571,0.3571428571428571
JPMC(24)7%=0.08,0.0833333333333333,0.0833333333333333,0.0833333333333333
log4j(9)7%=0.08,0.7777777777777778,0.7777777777777778,0.7777777777777778
Mars(29)7%=0.08,0.5172413793103449,0.5172413793103449,0.5517241379310345
Maze(27)7%=0.08,0.1851851851851851,0.1851851851851851,0.1851851851851851
neuroph(24)7%=0.08,0.4166666666666667,0.4166666666666667,0.4166666666666667
PDFBox(12)7%=0.08,0.6666666666666666,0.6666666666666666,0.6666666666666666
tomcat(28)7%=0.08,0.8571428571428571,0.7857142857142857,0.75
wro4j(12)7%=0.08,1.0,1.0,1.0
Xerces(6)7%=0.08,0.8333333333333334,0.6666666666666666,0.6666666666666666
xuml(37)7%=0.08,0.0,0.0,0.0
