tomcat(28),h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
1%=0.01,0.29635901778154106,0.0,0.38103301987055477,0.12701100836851711,0.12701100836851711,0.2116850156925273,0.16934801464802038,0.12701100836851711,0.12701100836851711,0.2116850156925273,0.25402201673703423,0.29635901778154106
2%=0.02,0.33092659144353276,0.0,0.27075812123319837,0.15042118081252961,0.15042118081252961,0.30084236162505923,0.18050541591769684,0.18050541591769684,0.15042118081252961,0.210589651022864,0.24067389141472478,0.24067389141472478
3%=0.03,0.3266448903406439,0.0,0.3266448903406439,0.11665889031589138,0.11665889031589138,0.2566495548791831,0.2566495548791831,0.1866542257773521,0.1399906677431067,0.20998600002475257,0.23331778063178277,0.30331310973361364
4%=0.04,0.32393292804120644,0.0,0.32393292804120644,0.15243902620815114,0.15243902620815114,0.20960365732464714,0.2667682926829268,0.1714939018330553,0.15243902620815114,0.20960365732464714,0.2667682926829268,0.32393292804120644
5%=0.05,0.3059581294484817,0.0,0.3059581294484817,0.14492753579911624,0.14492753579911624,0.27375201374798325,0.24154589198873552,0.19323671540861317,0.12882447794886692,0.24154589198873552,0.27375201374798325,0.3059581294484817
6%=0.06,0.27886224335025533,0.0,0.2928053541550474,0.15337423247991971,0.15337423247991971,0.2370329063934768,0.2370329063934768,0.181260456360705,0.12548800859913442,0.22308979558868472,0.25097601719826884,0.2928053541550474
7%=0.07,0.2704696326275904,0.012294074350801954,0.25817555938037867,0.1352348163137952,0.1352348163137952,0.24588148613316696,0.2212933361072547,0.18441111283413078,0.1352348163137952,0.2212933361072547,0.24588148613316696,0.2704696326275904
8%=0.08,0.2418645550418665,0.01099384352331226,0.2418645550418665,0.1319261215737462,0.1319261215737462,0.2308707124010554,0.21987686976024426,0.18689533901380725,0.12093227752093325,0.20888302429542943,0.2638522431474924,0.2638522431474924
9%=0.09,0.23861602737309726,0.009942334521996396,0.21873135746299222,0.11930801368654863,0.11930801368654863,0.21873135746299222,0.20878902366275598,0.16901968615217858,0.11930801368654863,0.1988466898625198,0.2485583611733334,0.2485583611733334
10%=0.1,0.217785844195001,0.009074410214874847,0.22686025380862876,0.1088929220975005,0.1088929220975005,0.22686025380862876,0.19056261343012704,0.15426497305162531,0.12704174228675136,0.1814882038164993,0.23593466342225647,0.22686025380862876
11%=0.11,0.20864630255502178,0.016691704310185962,0.20864630255502178,0.11684192956100818,0.11684192956100818,0.20864630255502178,0.17526289434151224,0.15022533777451771,0.1335336344814877,0.1919545992619918,0.21699215420153675,0.20864630255502178
12%=0.12,0.19313967841635563,0.023176761458771372,0.19313967841635563,0.10815822002472188,0.10815822002472188,0.19313967841635563,0.16223733003708282,0.13906056840399467,0.12360939491162533,0.19313967841635563,0.20086526516254027,0.19313967841635563
13%=0.13,0.17977851269953243,0.02157342156623312,0.17977851269953243,0.1078671073780667,0.1078671073780667,0.1869696528691999,0.15101395081259888,0.13663166926500026,0.11505824875599782,0.17977851269953243,0.1869696528691999,0.17977851269953243
14%=0.14,0.1681463544360374,0.0201775625693183,0.1681463544360374,0.10088781245022921,0.10088781245022921,0.18159806325598546,0.14796879173459834,0.13451708397161635,0.11433952127017728,0.1681463544360374,0.17487220831752837,0.1681463544360374
15%=0.15,0.15792798470571281,0.025268477674126627,0.17056222389242778,0.0947567906369468,0.0947567906369468,0.17056222389242778,0.13897662639184255,0.13265950726468728,0.10739102982366176,0.16424510383286806,0.16424510383286806,0.16424510383286806
