Threshold,BiMo-0.05,BiMo-0.1,BiMo-0.15,BiMo-0.2,BiMo-0.25,BiMo-0.3,BiMo-0.35,BiMo-0.4,BiMo-0.45,BiMo-0.5,BiMo-0.55,BiMo-0.6,BiMo-0.65,BiMo-0.7,BiMo-0.75,BiMo-0.8,BiMo-0.9,BiMo-0.95,BiMo-1.0,BiMo-0.85
top-23,0.5,0.416666657,0.416666657,0.416666657,0.416666657,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.25,0.25,0.25,0.25,0,0.25
top-24,0.5,0.416666657,0.416666657,0.416666657,0.416666657,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.25,0.25,0.25,0.25,0,0.25
top-25,0.5,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.25,0.25,0.25,0,0.25
top-26,0.5,0.5,0.5,0.416666657,0.416666657,0.416666657,0.416666657,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.25,0.25,0,0.25
top-27,0.5,0.5,0.5,0.416666657,0.416666657,0.416666657,0.416666657,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.25,0.25,0,0.25
top-28,0.5,0.5,0.5,0.5,0.416666657,0.416666657,0.416666657,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.25,0,0.25
top-29,0.5,0.5,0.5,0.5,0.416666657,0.416666657,0.416666657,0.416666657,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.25,0,0.25
top-30,0.5,0.5,0.5,0.5,0.416666657,0.416666657,0.5,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.333333343,0.416666657,0.333333343,0.333333343,0.333333343,0.25,0,0.25
top-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-2,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0,0,0,0
top-3,0.071428575,0.071428575,0.071428575,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0,0
top-4,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.035714287,0.035714287,0.035714287,0.035714287,0.035714287,0,0.035714287
top-5,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.071428575,0.035714287,0.035714287
top-6,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.071428575,0.035714287
top-7,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.142857149,0.142857149,0.142857149,0.142857149,0.107142858,0.071428575,0.071428575
top-8,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.071428575,0.071428575
top-9,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.071428575,0.071428575
top-10,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.107142858,0.107142858
top-11,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.178571433,0.107142858,0.142857149
top-12,0.107142858,0.142857149,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.107142858,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.214285716,0.107142858,0.142857149
top-13,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.178571433,0.214285716,0.107142858,0.142857149
top-14,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.178571433,0.214285716,0.107142858,0.142857149
top-15,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.142857149,0.178571433,0.214285716,0.107142858,0.142857149
top-16,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.142857149,0.142857149,0.142857149,0.142857149,0.214285716,0.214285716,0.107142858,0.142857149
top-17,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.142857149,0.142857149,0.142857149,0.214285716,0.214285716,0.142857149,0.142857149
top-18,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.142857149,0.214285716,0.214285716,0.142857149,0.178571433
top-19,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.214285716,0.214285716,0.142857149,0.178571433
top-20,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.214285716,0.214285716,0.214285716,0.142857149,0.178571433
top-21,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.214285716,0.214285716,0.214285716,0.214285716,0.25,0.142857149,0.214285716
top-22,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.214285716,0.25,0.214285716,0.25,0.25,0.178571433,0.214285716
top-23,0.178571433,0.178571433,0.178571433,0.178571433,0.178571433,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.178571433,0.214285716,0.214285716,0.214285716,0.25,0.25,0.25,0.25,0.178571433,0.214285716
top-24,0.178571433,0.178571433,0.178571433,0.178571433,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.25,0.25,0.25,0.25,0.25,0.25,0.178571433,0.25
top-25,0.178571433,0.178571433,0.178571433,0.178571433,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.25,0.25,0.25,0.285714298,0.25,0.25,0.25,0.25,0.178571433,0.25
top-26,0.178571433,0.178571433,0.178571433,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.25,0.25,0.25,0.25,0.285714298,0.285714298,0.25,0.25,0.25,0.285714298,0.178571433,0.25
top-27,0.178571433,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.25,0.25,0.25,0.25,0.25,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.178571433,0.25
top-28,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.214285716,0.25,0.25,0.25,0.25,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.178571433,0.25
top-29,0.25,0.25,0.25,0.25,0.25,0.214285716,0.25,0.25,0.25,0.25,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.214285716,0.25
top-30,0.285714298,0.285714298,0.285714298,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.285714298,0.214285716,0.285714298
top-1,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0
top-2,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0
top-3,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.083333336,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.25,0.25,0.25,0.25,0.25,0.25,0.083333336
top-4,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.25,0.25,0.25,0.25,0.25,0.333333343,0.166666672
top-5,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.25,0.25,0.25,0.166666672,0.166666672,0.166666672,0.25,0.25,0.25,0.25,0.25,0.25,0.333333343,0.25
top-6,0.166666672,0.166666672,0.166666672,0.166666672,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.333333343,0.25
top-7,0.166666672,0.166666672,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.25
top-8,0.166666672,0.166666672,0.25,0.25,0.25,0.25,0.25,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343
top-9,0.166666672,0.25,0.25,0.25,0.25,0.25,0.25,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343
top-10,0.166666672,0.25,0.25,0.25,0.25,0.25,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.416666657,0.333333343
top-11,0.166666672,0.25,0.25,0.25,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.416666657,0.416666657,0.333333343,0.416666657,0.416666657,0.416666657
top-12,0.25,0.25,0.333333343,0.333333343,0.333333343,0.333333343,0.416666657,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657
top-13,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.5,0.416666657
top-14,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.416666657,0.5,0.5,0.5,0.5,0.5,0.5,0.416666657,0.5,0.5,0.5,0.5,0.416666657
top-15,0.5,0.5,0.5,0.5,0.416666657,0.5,0.5,0.5,0.5,0.5,0.583333313,0.583333313,0.583333313,0.5,0.5,0.5,0.5,0.5,0.5,0.5
top-16,0.5,0.583333313,0.583333313,0.583333313,0.5,0.5,0.5,0.5,0.5,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313
top-17,0.5,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.583333313,0.666666687,0.666666687,0.583333313,0.666666687
top-18,0.583333313,0.583333313,0.583333313,0.583333313,0.666666687,0.666666687,0.666666687,0.666666687,0.666666687,0.666666687,0.583333313,0.583333313,0.583333313,0.666666687,0.666666687,0.666666687,0.75,0.75,0.583333313,0.75
top-19,0.583333313,0.583333313,0.583333313,0.583333313,0.666666687,0.75,0.75,0.75,0.75,0.666666687,0.666666687,0.666666687,0.666666687,0.666666687,0.75,0.75,0.75,0.75,0.666666687,0.75
top-20,0.583333313,0.583333313,0.583333313,0.666666687,0.666666687,0.75,0.75,0.75,0.833333313,0.75,0.75,0.75,0.75,0.75,0.75,0.833333313,0.833333313,0.833333313,0.666666687,0.833333313
top-21,0.583333313,0.583333313,0.666666687,0.75,0.75,0.75,0.75,0.75,0.833333313,0.833333313,0.833333313,0.833333313,0.833333313,0.833333313,0.833333313,0.833333313,0.833333313,0.916666687,0.75,0.916666687
top-22,0.583333313,0.666666687,0.666666687,0.75,0.75,0.833333313,0.833333313,0.833333313,0.833333313,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.833333313,0.833333313,0.833333313,0.916666687,0.75,0.916666687
top-23,0.583333313,0.666666687,0.666666687,0.75,0.833333313,0.833333313,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.75,0.916666687
top-24,0.666666687,0.666666687,0.666666687,0.833333313,0.833333313,0.833333313,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,1,1,1,1,1,0.75,1
top-25,0.666666687,0.666666687,0.75,0.833333313,0.833333313,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,1,1,1,1,1,1,0.75,1
top-26,0.75,0.75,0.75,0.833333313,0.833333313,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,1,1,1,1,1,1,1,0.833333313,1
top-27,0.75,0.75,0.75,0.833333313,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,1,1,1,1,1,1,1,1,0.833333313,1
top-28,0.75,0.75,0.75,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,1,1,1,1,1,1,1,1,1,0.833333313,1
top-29,0.75,0.75,0.833333313,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,1,1,1,1,1,1,1,1,1,0.833333313,1
top-30,0.75,0.75,0.833333313,0.916666687,0.916666687,0.916666687,0.916666687,0.916666687,1,1,1,1,1,1,1,1,1,1,0.833333313,1
top-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-9,0,0.166666672,0.166666672,0.166666672,0.166666672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-10,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-11,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0.166666672,0.166666672,0,0.166666672,0.166666672,0.166666672,0,0,0,0,0,0,0
top-12,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0,0,0,0
top-13,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0,0,0,0
top-14,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0,0,0
top-15,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0,0,0.166666672
top-16,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0.166666672
top-17,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0.166666672
top-18,0.333333343,0.166666672,0.166666672,0.333333343,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0.166666672
top-19,0.333333343,0.333333343,0.333333343,0.333333343,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0.166666672
top-20,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0.166666672
top-21,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0.166666672
top-22,0.5,0.5,0.5,0.333333343,0.333333343,0.333333343,0.333333343,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0.166666672
top-23,0.5,0.5,0.5,0.5,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0.166666672
top-24,0.5,0.5,0.5,0.5,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0.166666672
top-25,0.5,0.5,0.5,0.5,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0.166666672,0,0.166666672
top-26,0.5,0.5,0.5,0.5,0.5,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.166666672,0.166666672,0.166666672,0.166666672,0,0.166666672
top-27,0.5,0.5,0.5,0.5,0.5,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.166666672,0.166666672,0.166666672,0,0.166666672
top-28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.166666672,0.166666672,0.166666672,0,0.166666672
top-29,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.166666672,0.166666672,0,0.166666672
top-30,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0.333333343,0,0.166666672
top-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
top-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
