software07,h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
ant_main(10)7%=0.07,0.5,0.0,0.20000000298023224,0.5,0.5,0.20000000298023224,0.6000000238418579,0.800000011920929,0.699999988079071,0.800000011920929,0.800000011920929,0.800000011920929
argouml(12)7%=0.07,0.5833333134651184,0.0,0.5833333134651184,0.9166666865348816,0.9166666865348816,0.3333333432674408,0.75,0.75,0.8333333134651184,0.8333333134651184,0.9166666865348816,0.9166666865348816
gwtportlets(27)7%=0.07,0.2222222238779068,0.03703703731298447,0.18518517911434174,0.2222222238779068,0.2222222238779068,0.2222222238779068,0.2222222238779068,0.18518517911434174,0.18518517911434174,0.25925925374031067,0.25925925374031067,0.25925925374031067
javaclient(57)7%=0.07,0.15789473056793213,0.0,0.15789473056793213,0.12280701845884323,0.12280701845884323,0.15789473056793213,0.05263157933950424,0.035087719559669495,0.035087719559669495,0.08771929889917374,0.12280701845884323,0.12280701845884323
jedit(7)7%=0.07,0.8571428656578064,0.0,0.8571428656578064,1.0,1.0,0.8571428656578064,0.7142857313156128,1.0,1.0,1.0,1.0,1.0
jgap(18)7%=0.07,0.4444444477558136,0.0,0.1666666716337204,0.2777777910232544,0.2777777910232544,0.3888888955116272,0.2777777910232544,0.2777777910232544,0.1666666716337204,0.2222222238779068,0.2777777910232544,0.2777777910232544
jhotdraw(9)7%=0.07,0.7777777910232544,0.0,0.6666666865348816,0.7777777910232544,0.7777777910232544,0.8888888955116272,0.7777777910232544,0.7777777910232544,0.7777777910232544,0.7777777910232544,1.0,0.8888888955116272
jmeter_core(14)7%=0.07,0.2857142984867096,0.0,0.3571428656578064,0.2142857164144516,0.2142857164144516,0.2142857164144516,0.2857142984867096,0.2857142984867096,0.2857142984867096,0.2857142984867096,0.3571428656578064,0.3571428656578064
JPMC(24)7%=0.07,0.0,0.0,0.0,0.1666666716337204,0.1666666716337204,0.0,0.0,0.0416666679084301,0.0416666679084301,0.0416666679084301,0.0,0.0833333358168602
log4j(9)7%=0.07,0.6666666865348816,0.0,0.5555555820465088,0.6666666865348816,0.6666666865348816,0.5555555820465088,0.5555555820465088,0.5555555820465088,0.5555555820465088,0.5555555820465088,0.6666666865348816,0.7777777910232544
Mars(29)7%=0.07,0.5517241358757019,0.0,0.5517241358757019,0.4137931168079376,0.4137931168079376,0.4482758641242981,0.517241358757019,0.48275861144065857,0.48275861144065857,0.48275861144065857,0.48275861144065857,0.4482758641242981
Maze(27)7%=0.07,0.14814814925193787,0.07407407462596893,0.14814814925193787,0.25925925374031067,0.25925925374031067,0.2222222238779068,0.25925925374031067,0.25925925374031067,0.25925925374031067,0.25925925374031067,0.2222222238779068,0.2222222238779068
neuroph(24)7%=0.07,0.25,0.0,0.2083333283662796,0.25,0.25,0.125,0.25,0.375,0.4166666567325592,0.3333333432674408,0.2916666567325592,0.375
PDFBox(12)7%=0.07,0.6666666865348816,0.0,0.5833333134651184,0.75,0.75,0.6666666865348816,0.8333333134651184,0.5,0.5833333134651184,0.6666666865348816,0.75,0.6666666865348816
tomcat(28)7%=0.07,0.7857142686843872,0.0357142873108387,0.75,0.3928571343421936,0.3928571343421936,0.7142857313156128,0.6428571343421936,0.5357142686843872,0.3928571343421936,0.6428571343421936,0.7142857313156128,0.7857142686843872
wro4j(12)7%=0.07,0.8333333134651184,0.0,0.6666666865348816,0.8333333134651184,0.8333333134651184,0.6666666865348816,0.9166666865348816,1.0,0.75,1.0,1.0,1.0
Xerces(6)7%=0.07,0.6666666865348816,0.0,0.5,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.1666666716337204,0.1666666716337204,0.0,0.1666666716337204,0.1666666716337204,0.6666666865348816
xuml(37)7%=0.07,0.0,0.2432432472705841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
