software02,PrideWithMotifPride,TSPrideWithMotifCoreness
ant_main(10)2,0.1,0.1
argouml(12)2,0.16666666666666666,0.16666666666666666
gwtportlets(27)2,0.07407407407407407,0.07407407407407407
javaclient(57)2,0.0,0.017543859649122806
jedit(7)2,0.2857142857142857,0.2857142857142857
jgap(18)2,0.0,0.0
jhotdraw(9)2,0.1111111111111111,0.1111111111111111
jmeter_core(14)2,0.07142857142857142,0.07142857142857142
JPMC(24)2,0.0,0.0
log4j(9)2,0.0,0.0
Mars(29)2,0.0,0.034482758620689655
Maze(27)2,0.07407407407407407,0.07407407407407407
neuroph(24)2,0.08333333333333333,0.08333333333333333
PDFBox(12)2,0.0,0.0
tomcat(28)2,0.0,0.0
wro4j(12)2,0.08333333333333333,0.0
Xerces(6)2,0.0,0.0
xuml(37)2,0.0,0.0
