software08,PrideWithMotifPride,TSPrideWithMotifCoreness
ant_main(10)8,0.3,0.3
argouml(12)8,0.4166666666666667,0.5
gwtportlets(27)8,0.25925925925925924,0.2222222222222222
javaclient(57)8,0.03508771929824561,0.03508771929824561
jedit(7)8,0.5714285714285714,0.5714285714285714
jgap(18)8,0.1111111111111111,0.05555555555555555
jhotdraw(9)8,0.2222222222222222,0.2222222222222222
jmeter_core(14)8,0.21428571428571427,0.07142857142857142
JPMC(24)8,0.0,0.08333333333333333
log4j(9)8,0.1111111111111111,0.2222222222222222
Mars(29)8,0.06896551724137931,0.10344827586206896
Maze(27)8,0.25925925925925924,0.25925925925925924
neuroph(24)8,0.2916666666666667,0.25
PDFBox(12)8,0.08333333333333333,0.08333333333333333
tomcat(28)8,0.10714285714285714,0.07142857142857142
wro4j(12)8,0.3333333333333333,0.3333333333333333
Xerces(6)8,0.0,0.0
xuml(37)8,0.0,0.0
