software16,PrideWithMotifPride,TSPrideWithMotifCoreness
ant_main(10)16,0.4,0.5
argouml(12)16,0.6666666666666666,0.5
gwtportlets(27)16,0.4074074074074074,0.4074074074074074
javaclient(57)16,0.08771929824561403,0.14035087719298245
jedit(7)16,0.8571428571428571,0.7142857142857143
jgap(18)16,0.2222222222222222,0.16666666666666666
jhotdraw(9)16,0.4444444444444444,0.5555555555555556
jmeter_core(14)16,0.21428571428571427,0.35714285714285715
JPMC(24)16,0.0,0.08333333333333333
log4j(9)16,0.3333333333333333,0.3333333333333333
Mars(29)16,0.1724137931034483,0.20689655172413793
Maze(27)16,0.4444444444444444,0.48148148148148145
neuroph(24)16,0.4166666666666667,0.4583333333333333
PDFBox(12)16,0.16666666666666666,0.25
tomcat(28)16,0.17857142857142858,0.14285714285714285
wro4j(12)16,0.4166666666666667,0.5833333333333334
Xerces(6)16,0.0,0.16666666666666666
xuml(37)16,0.0,0.0
