software03,PrideWithMotifPride,TSPrideWithMotifCoreness
ant_main(10)3,0.1,0.1
argouml(12)3,0.25,0.25
gwtportlets(27)3,0.1111111111111111,0.1111111111111111
javaclient(57)3,0.017543859649122806,0.017543859649122806
jedit(7)3,0.2857142857142857,0.2857142857142857
jgap(18)3,0.0,0.0
jhotdraw(9)3,0.1111111111111111,0.2222222222222222
jmeter_core(14)3,0.07142857142857142,0.07142857142857142
JPMC(24)3,0.0,0.0
log4j(9)3,0.0,0.0
Mars(29)3,0.034482758620689655,0.034482758620689655
Maze(27)3,0.1111111111111111,0.1111111111111111
neuroph(24)3,0.125,0.125
PDFBox(12)3,0.0,0.0
tomcat(28)3,0.03571428571428571,0.0
wro4j(12)3,0.16666666666666666,0.08333333333333333
Xerces(6)3,0.0,0.0
xuml(37)3,0.0,0.0
