software07,PrideWithMotifPride,TSPrideWithMotifCoreness
ant_main(10)7,0.3,0.3
argouml(12)7,0.4166666666666667,0.4166666666666667
gwtportlets(27)7,0.2222222222222222,0.2222222222222222
javaclient(57)7,0.03508771929824561,0.03508771929824561
jedit(7)7,0.5714285714285714,0.5714285714285714
jgap(18)7,0.1111111111111111,0.05555555555555555
jhotdraw(9)7,0.2222222222222222,0.2222222222222222
jmeter_core(14)7,0.21428571428571427,0.07142857142857142
JPMC(24)7,0.0,0.041666666666666664
log4j(9)7,0.1111111111111111,0.1111111111111111
Mars(29)7,0.06896551724137931,0.06896551724137931
Maze(27)7,0.2222222222222222,0.2222222222222222
neuroph(24)7,0.25,0.20833333333333334
PDFBox(12)7,0.08333333333333333,0.08333333333333333
tomcat(28)7,0.10714285714285714,0.07142857142857142
wro4j(12)7,0.25,0.25
Xerces(6)7,0.0,0.0
xuml(37)7,0.0,0.0
