software09,PrideWithMotifPride,TSPrideWithMotifCoreness
ant_main(10)9,0.3,0.3
argouml(12)9,0.4166666666666667,0.5
gwtportlets(27)9,0.25925925925925924,0.25925925925925924
javaclient(57)9,0.03508771929824561,0.03508771929824561
jedit(7)9,0.5714285714285714,0.5714285714285714
jgap(18)9,0.1111111111111111,0.1111111111111111
jhotdraw(9)9,0.2222222222222222,0.2222222222222222
jmeter_core(14)9,0.21428571428571427,0.14285714285714285
JPMC(24)9,0.0,0.08333333333333333
log4j(9)9,0.1111111111111111,0.2222222222222222
Mars(29)9,0.10344827586206896,0.13793103448275862
Maze(27)9,0.2962962962962963,0.2962962962962963
neuroph(24)9,0.3333333333333333,0.2916666666666667
PDFBox(12)9,0.08333333333333333,0.16666666666666666
tomcat(28)9,0.10714285714285714,0.07142857142857142
wro4j(12)9,0.3333333333333333,0.3333333333333333
Xerces(6)9,0.0,0.0
xuml(37)9,0.0,0.0
