software20,PrideWithMotifPride,TSPrideWithMotifCoreness
ant_main(10)20,0.5,0.5
argouml(12)20,0.75,0.75
gwtportlets(27)20,0.4444444444444444,0.4444444444444444
javaclient(57)20,0.14035087719298245,0.21052631578947367
jedit(7)20,0.8571428571428571,0.8571428571428571
jgap(18)20,0.2222222222222222,0.2222222222222222
jhotdraw(9)20,0.5555555555555556,0.6666666666666666
jmeter_core(14)20,0.2857142857142857,0.35714285714285715
JPMC(24)20,0.0,0.125
log4j(9)20,0.3333333333333333,0.3333333333333333
Mars(29)20,0.1724137931034483,0.27586206896551724
Maze(27)20,0.48148148148148145,0.5555555555555556
neuroph(24)20,0.5,0.5416666666666666
PDFBox(12)20,0.25,0.25
tomcat(28)20,0.17857142857142858,0.17857142857142858
wro4j(12)20,0.5833333333333334,0.8333333333333334
Xerces(6)20,0.0,0.16666666666666666
xuml(37)20,0.0,0.0
