software15,PrideWithMotifPride,TSPrideWithMotifCoreness
ant_main(10)15,0.4,0.5
argouml(12)15,0.6666666666666666,0.5
gwtportlets(27)15,0.4074074074074074,0.4074074074074074
javaclient(57)15,0.08771929824561403,0.12280701754385964
jedit(7)15,0.8571428571428571,0.7142857142857143
jgap(18)15,0.2222222222222222,0.1111111111111111
jhotdraw(9)15,0.4444444444444444,0.5555555555555556
jmeter_core(14)15,0.21428571428571427,0.35714285714285715
JPMC(24)15,0.0,0.08333333333333333
log4j(9)15,0.2222222222222222,0.3333333333333333
Mars(29)15,0.1724137931034483,0.20689655172413793
Maze(27)15,0.4444444444444444,0.48148148148148145
neuroph(24)15,0.4166666666666667,0.4166666666666667
PDFBox(12)15,0.16666666666666666,0.25
tomcat(28)15,0.17857142857142858,0.14285714285714285
wro4j(12)15,0.4166666666666667,0.5
Xerces(6)15,0.0,0.16666666666666666
xuml(37)15,0.0,0.0
