software14,PrideWithMotifPride,TSPrideWithMotifCoreness
ant_main(10)14,0.3,0.5
argouml(12)14,0.5833333333333334,0.5
gwtportlets(27)14,0.37037037037037035,0.4074074074074074
javaclient(57)14,0.08771929824561403,0.10526315789473684
jedit(7)14,0.8571428571428571,0.7142857142857143
jgap(18)14,0.16666666666666666,0.1111111111111111
jhotdraw(9)14,0.4444444444444444,0.5555555555555556
jmeter_core(14)14,0.21428571428571427,0.35714285714285715
JPMC(24)14,0.0,0.08333333333333333
log4j(9)14,0.2222222222222222,0.3333333333333333
Mars(29)14,0.1724137931034483,0.20689655172413793
Maze(27)14,0.4074074074074074,0.48148148148148145
neuroph(24)14,0.4166666666666667,0.4166666666666667
PDFBox(12)14,0.16666666666666666,0.16666666666666666
tomcat(28)14,0.17857142857142858,0.14285714285714285
wro4j(12)14,0.4166666666666667,0.4166666666666667
Xerces(6)14,0.0,0.0
xuml(37)14,0.0,0.0
