software13,PrideWithMotifPride,TSPrideWithMotifCoreness
ant_main(10)13,0.3,0.4
argouml(12)13,0.5833333333333334,0.5
gwtportlets(27)13,0.37037037037037035,0.4074074074074074
javaclient(57)13,0.07017543859649122,0.08771929824561403
jedit(7)13,0.7142857142857143,0.7142857142857143
jgap(18)13,0.16666666666666666,0.1111111111111111
jhotdraw(9)13,0.3333333333333333,0.5555555555555556
jmeter_core(14)13,0.21428571428571427,0.35714285714285715
JPMC(24)13,0.0,0.08333333333333333
log4j(9)13,0.2222222222222222,0.2222222222222222
Mars(29)13,0.1724137931034483,0.1724137931034483
Maze(27)13,0.4074074074074074,0.4444444444444444
neuroph(24)13,0.4166666666666667,0.375
PDFBox(12)13,0.16666666666666666,0.16666666666666666
tomcat(28)13,0.17857142857142858,0.14285714285714285
wro4j(12)13,0.4166666666666667,0.4166666666666667
Xerces(6)13,0.0,0.0
xuml(37)13,0.0,0.0
