software06,PrideWithMotifPride,TSPrideWithMotifCoreness
ant_main(10)6,0.3,0.3
argouml(12)6,0.4166666666666667,0.3333333333333333
gwtportlets(27)6,0.18518518518518517,0.18518518518518517
javaclient(57)6,0.03508771929824561,0.03508771929824561
jedit(7)6,0.5714285714285714,0.42857142857142855
jgap(18)6,0.05555555555555555,0.05555555555555555
jhotdraw(9)6,0.2222222222222222,0.2222222222222222
jmeter_core(14)6,0.14285714285714285,0.07142857142857142
JPMC(24)6,0.0,0.041666666666666664
log4j(9)6,0.1111111111111111,0.1111111111111111
Mars(29)6,0.06896551724137931,0.06896551724137931
Maze(27)6,0.18518518518518517,0.2222222222222222
neuroph(24)6,0.20833333333333334,0.20833333333333334
PDFBox(12)6,0.0,0.0
tomcat(28)6,0.07142857142857142,0.03571428571428571
wro4j(12)6,0.25,0.25
Xerces(6)6,0.0,0.0
xuml(37)6,0.0,0.0
