software21,PrideWithMotifPride,TSPrideWithMotifCoreness
ant_main(10)21,0.5,0.5
argouml(12)21,0.75,0.8333333333333334
gwtportlets(27)21,0.4444444444444444,0.4444444444444444
javaclient(57)21,0.15789473684210525,0.22807017543859648
jedit(7)21,0.8571428571428571,0.8571428571428571
jgap(18)21,0.2222222222222222,0.2222222222222222
jhotdraw(9)21,0.6666666666666666,0.6666666666666666
jmeter_core(14)21,0.2857142857142857,0.35714285714285715
JPMC(24)21,0.0,0.125
log4j(9)21,0.3333333333333333,0.3333333333333333
Mars(29)21,0.1724137931034483,0.27586206896551724
Maze(27)21,0.48148148148148145,0.5555555555555556
neuroph(24)21,0.5,0.5416666666666666
PDFBox(12)21,0.25,0.25
tomcat(28)21,0.17857142857142858,0.21428571428571427
wro4j(12)21,0.5833333333333334,0.9166666666666666
Xerces(6)21,0.0,0.16666666666666666
xuml(37)21,0.0,0.0
