software13,TSPageRank,PrideWithMotifCoreness,TSPrideWithMotifCoreness
ant_main(10)13%=0.13,0.8999999761581421,0.8999999761581421,0.8999999761581421
argouml(12)13%=0.13,1.0,1.0,1.0
gwtportlets(27)13%=0.13,0.40740740299224854,0.40740740299224854,0.40740740299224854
javaclient(57)13%=0.13,0.31578946113586426,0.28070175647735596,0.31578946113586426
jedit(7)13%=0.13,1.0,1.0,1.0
jgap(18)13%=0.13,0.3333333432674408,0.3888888955116272,0.3888888955116272
jhotdraw(9)13%=0.13,1.0,1.0,1.0
jmeter_core(14)13%=0.13,0.5,0.5,0.5
JPMC(24)13%=0.13,0.125,0.0416666679084301,0.125
log4j(9)13%=0.13,0.7777777910232544,0.8888888955116272,0.7777777910232544
Mars(29)13%=0.13,0.5862069129943848,0.6551724076271057,0.6551724076271057
Maze(27)13%=0.13,0.40740740299224854,0.40740740299224854,0.4444444477558136
neuroph(24)13%=0.13,0.5,0.5416666865348816,0.5416666865348816
PDFBox(12)13%=0.13,0.8333333134651184,0.9166666865348816,0.8333333134651184
tomcat(28)13%=0.13,0.8214285969734192,0.9285714030265808,0.8928571343421936
wro4j(12)13%=0.13,1.0,1.0,1.0
Xerces(6)13%=0.13,0.8333333134651184,1.0,0.8333333134651184
xuml(37)13%=0.13,0.0,0.0,0.0
