software05,TSPageRank,PrideWithMotifCoreness,TSPrideWithMotifCoreness
ant_main(10)5%=0.05,0.800000011920929,0.699999988079071,0.699999988079071
argouml(12)5%=0.05,0.9166666865348816,0.9166666865348816,1.0
gwtportlets(27)5%=0.05,0.2222222238779068,0.2222222238779068,0.2222222238779068
javaclient(57)5%=0.05,0.07017543911933899,0.05263157933950424,0.07017543911933899
jedit(7)5%=0.05,0.8571428656578064,1.0,1.0
jgap(18)5%=0.05,0.1666666716337204,0.2222222238779068,0.2222222238779068
jhotdraw(9)5%=0.05,0.7777777910232544,0.7777777910232544,0.7777777910232544
jmeter_core(14)5%=0.05,0.2142857164144516,0.2142857164144516,0.3571428656578064
JPMC(24)5%=0.05,0.0833333358168602,0.0,0.0416666679084301
log4j(9)5%=0.05,0.5555555820465088,0.6666666865348816,0.5555555820465088
Mars(29)5%=0.05,0.4482758641242981,0.4137931168079376,0.4137931168079376
Maze(27)5%=0.05,0.18518517911434174,0.18518517911434174,0.18518517911434174
neuroph(24)5%=0.05,0.2916666567325592,0.2916666567325592,0.2916666567325592
PDFBox(12)5%=0.05,0.5,0.6666666865348816,0.6666666865348816
tomcat(28)5%=0.05,0.5714285969734192,0.6071428656578064,0.6428571343421936
wro4j(12)5%=0.05,1.0,1.0,1.0
Xerces(6)5%=0.05,0.1666666716337204,0.1666666716337204,0.3333333432674408
xuml(37)5%=0.05,0.0,0.0,0.0
