JPMC(24),h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0
5,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0
6,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664
7,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664
8,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.041666666666666664
9,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664
10,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664
11,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.08333333333333333
12,0.0,0.041666666666666664,0.0,0.125,0.125,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333
13,0.0,0.041666666666666664,0.0,0.125,0.125,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333
14,0.0,0.041666666666666664,0.0,0.125,0.125,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333
15,0.0,0.041666666666666664,0.0,0.16666666666666666,0.16666666666666666,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333
16,0.0,0.041666666666666664,0.0,0.20833333333333334,0.20833333333333334,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333
17,0.0,0.041666666666666664,0.0,0.20833333333333334,0.20833333333333334,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333
18,0.0,0.041666666666666664,0.0,0.20833333333333334,0.20833333333333334,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333
19,0.0,0.041666666666666664,0.0,0.25,0.25,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.08333333333333333
20,0.0,0.08333333333333333,0.0,0.25,0.25,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.0,0.125
21,0.0,0.08333333333333333,0.0,0.2916666666666667,0.2916666666666667,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.125
22,0.0,0.08333333333333333,0.0,0.2916666666666667,0.2916666666666667,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.125
23,0.0,0.08333333333333333,0.0,0.2916666666666667,0.2916666666666667,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.16666666666666666
24,0.125,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.16666666666666666
25,0.125,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.16666666666666666
26,0.125,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.125,0.041666666666666664,0.041666666666666664,0.20833333333333334
27,0.125,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.125,0.041666666666666664,0.041666666666666664,0.20833333333333334
28,0.125,0.08333333333333333,0.125,0.375,0.375,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.125,0.08333333333333333,0.041666666666666664,0.20833333333333334
29,0.16666666666666666,0.08333333333333333,0.125,0.4166666666666667,0.4166666666666667,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.125,0.08333333333333333,0.041666666666666664,0.20833333333333334
30,0.16666666666666666,0.08333333333333333,0.125,0.4166666666666667,0.4166666666666667,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.125,0.08333333333333333,0.041666666666666664,0.20833333333333334
