software20,h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
ant_main(10)20,0.2,0.0,0.2,0.2,0.2,0.2,0.5,0.5,0.4,0.5,0.6,0.5
argouml(12)20,0.3333333333333333,0.0,0.3333333333333333,0.5833333333333334,0.5833333333333334,0.0,0.5833333333333334,0.5,0.5833333333333334,0.75,0.75,0.6666666666666666
gwtportlets(27)20,0.37037037037037035,0.07407407407407407,0.37037037037037035,0.48148148148148145,0.48148148148148145,0.4444444444444444,0.48148148148148145,0.4074074074074074,0.4444444444444444,0.4444444444444444,0.48148148148148145,0.4444444444444444
javaclient(57)20,0.24561403508771928,0.0,0.22807017543859648,0.12280701754385964,0.12280701754385964,0.22807017543859648,0.07017543859649122,0.07017543859649122,0.07017543859649122,0.12280701754385964,0.15789473684210525,0.19298245614035087
jedit(7)20,0.8571428571428571,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.8571428571428571
jgap(18)20,0.3333333333333333,0.0,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
jhotdraw(9)20,0.5555555555555556,0.0,0.1111111111111111,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666
jmeter_core(14)20,0.2857142857142857,0.0,0.35714285714285715,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.35714285714285715,0.42857142857142855,0.35714285714285715
JPMC(24)20,0.0,0.08333333333333333,0.0,0.25,0.25,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.0,0.125
log4j(9)20,0.3333333333333333,0.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.3333333333333333
Mars(29)20,0.27586206896551724,0.0,0.2413793103448276,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.3103448275862069,0.2413793103448276,0.20689655172413793,0.2413793103448276,0.27586206896551724,0.2413793103448276
Maze(27)20,0.4444444444444444,0.2222222222222222,0.4444444444444444,0.48148148148148145,0.48148148148148145,0.4444444444444444,0.48148148148148145,0.4074074074074074,0.4074074074074074,0.4444444444444444,0.5185185185185185,0.5555555555555556
neuroph(24)20,0.5,0.041666666666666664,0.5,0.375,0.375,0.2916666666666667,0.375,0.5,0.5,0.5,0.4166666666666667,0.5
PDFBox(12)20,0.3333333333333333,0.0,0.4166666666666667,0.25,0.25,0.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.25
tomcat(28)20,0.21428571428571427,0.0,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.25,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.14285714285714285,0.17857142857142858,0.17857142857142858
wro4j(12)20,0.5,0.0,0.5,0.5833333333333334,0.5833333333333334,0.4166666666666667,0.6666666666666666,0.75,0.5833333333333334,0.6666666666666666,0.75,0.75
Xerces(6)20,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
xuml(37)20,0.0,0.1891891891891892,0.0,0.02702702702702703,0.02702702702702703,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0
