software15,TSPageRank,PrideWithMotifCoreness,TSPrideWithMotifCoreness
ant_main(10)15%=0.15,0.8999999761581421,0.8999999761581421,0.8999999761581421
argouml(12)15%=0.15,1.0,1.0,1.0
gwtportlets(27)15%=0.15,0.48148149251937866,0.4444444477558136,0.4444444477558136
javaclient(57)15%=0.15,0.35087719559669495,0.3333333432674408,0.3333333432674408
jedit(7)15%=0.15,1.0,1.0,1.0
jgap(18)15%=0.15,0.3888888955116272,0.3888888955116272,0.3888888955116272
jhotdraw(9)15%=0.15,1.0,1.0,1.0
jmeter_core(14)15%=0.15,0.5714285969734192,0.5,0.5714285969734192
JPMC(24)15%=0.15,0.2083333283662796,0.0416666679084301,0.1666666716337204
log4j(9)15%=0.15,0.7777777910232544,0.8888888955116272,0.7777777910232544
Mars(29)15%=0.15,0.6896551847457886,0.7241379022598267,0.7241379022598267
Maze(27)15%=0.15,0.37037035822868347,0.4444444477558136,0.48148149251937866
neuroph(24)15%=0.15,0.5833333134651184,0.625,0.625
PDFBox(12)15%=0.15,1.0,1.0,1.0
tomcat(28)15%=0.15,0.8928571343421936,0.9285714030265808,0.8928571343421936
wro4j(12)15%=0.15,1.0,1.0,1.0
Xerces(6)15%=0.15,0.8333333134651184,1.0,0.8333333134651184
xuml(37)15%=0.15,0.0,0.027027027681469917,0.027027027681469917
