tomcat(28),h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
1%=0.01,0.25,0.0,0.25,0.0714285746216774,0.0714285746216774,0.25,0.1071428582072258,0.0714285746216774,0.1071428582072258,0.1071428582072258,0.1785714328289032,0.1428571492433548
2%=0.02,0.3571428656578064,0.0,0.3928571343421936,0.1428571492433548,0.1428571492433548,0.2857142984867096,0.2142857164144516,0.25,0.2142857164144516,0.2857142984867096,0.3214285671710968,0.3214285671710968
3%=0.03,0.4285714328289032,0.0,0.4285714328289032,0.2142857164144516,0.2142857164144516,0.4285714328289032,0.3571428656578064,0.2857142984867096,0.2142857164144516,0.3214285671710968,0.3928571343421936,0.4642857015132904
4%=0.04,0.5714285969734192,0.0,0.6071428656578064,0.25,0.25,0.5714285969734192,0.4642857015132904,0.2857142984867096,0.25,0.3928571343421936,0.4642857015132904,0.5714285969734192
5%=0.05,0.6785714030265808,0.0,0.6785714030265808,0.2857142984867096,0.2857142984867096,0.6071428656578064,0.5,0.3928571343421936,0.2857142984867096,0.4642857015132904,0.5714285969734192,0.6428571343421936
6%=0.06,0.75,0.0,0.7142857313156128,0.3571428656578064,0.3571428656578064,0.7857142686843872,0.5357142686843872,0.4642857015132904,0.2857142984867096,0.5357142686843872,0.6071428656578064,0.7142857313156128
7%=0.07,0.7857142686843872,0.0,0.75,0.3928571343421936,0.3928571343421936,0.8571428656578064,0.6071428656578064,0.4642857015132904,0.3214285671710968,0.5714285969734192,0.6428571343421936,0.7857142686843872
8%=0.08,0.8214285969734192,0.0,0.75,0.4285714328289032,0.4285714328289032,0.8571428656578064,0.6428571343421936,0.5,0.3928571343421936,0.6071428656578064,0.75,0.7857142686843872
9%=0.09,0.8214285969734192,0.0,0.7857142686843872,0.4642857015132904,0.4642857015132904,0.8571428656578064,0.6785714030265808,0.5714285969734192,0.4285714328289032,0.7142857313156128,0.8214285969734192,0.8214285969734192
10%=0.1,0.8571428656578064,0.0,0.7857142686843872,0.5,0.5,0.9285714030265808,0.6785714030265808,0.6071428656578064,0.4642857015132904,0.75,0.8214285969734192,0.8928571343421936
11%=0.11,0.8571428656578064,0.0357142873108387,0.8928571343421936,0.5,0.5,0.9285714030265808,0.6785714030265808,0.6428571343421936,0.4642857015132904,0.75,0.9285714030265808,0.8928571343421936
12%=0.12,0.8928571343421936,0.0357142873108387,0.9285714030265808,0.5357142686843872,0.5357142686843872,0.9285714030265808,0.6785714030265808,0.6428571343421936,0.4642857015132904,0.75,0.9285714030265808,0.8928571343421936
13%=0.13,0.8928571343421936,0.0714285746216774,0.9285714030265808,0.5357142686843872,0.5357142686843872,0.9642857313156128,0.6785714030265808,0.6428571343421936,0.5357142686843872,0.7857142686843872,0.9285714030265808,0.8928571343421936
14%=0.14,0.8928571343421936,0.1071428582072258,0.9285714030265808,0.5714285969734192,0.5714285969734192,0.9642857313156128,0.6785714030265808,0.6428571343421936,0.5714285969734192,0.8571428656578064,0.9285714030265808,0.8928571343421936
15%=0.15,0.8928571343421936,0.1071428582072258,0.9285714030265808,0.6785714030265808,0.6785714030265808,0.9642857313156128,0.6785714030265808,0.6785714030265808,0.6071428656578064,0.8571428656578064,0.9285714030265808,0.8928571343421936
