ant_main(10),h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
1%=0.01,0.21052631744057185,0.0,0.21052631744057185,0.21052631744057185,0.21052631744057185,0.21052631744057185,0.5263157894736842,0.21052631744057185,0.21052631744057185,0.21052631744057185,0.21052631744057185,0.4210526348811437
2%=0.02,0.14285714361740617,0.0,0.14285714361740617,0.14285714361740617,0.14285714361740617,0.14285714361740617,0.35714285714285715,0.28571428723481235,0.28571428723481235,0.35714285714285715,0.42857143465353503,0.35714285714285715
3%=0.03,0.1621621639037149,0.0,0.1081081085434963,0.1081081085434963,0.1081081085434963,0.1081081085434963,0.2702702702702703,0.3243243278074298,0.2702702702702703,0.3243243278074298,0.3783783766368255,0.3783783766368255
4%=0.04,0.1304347837354375,0.0,0.08695652202081589,0.1304347837354375,0.1304347837354375,0.08695652202081589,0.2173913043478261,0.260869567470875,0.260869567470875,0.34782608808326354,0.34782608808326354,0.34782608808326354
5%=0.05,0.14545454584862574,0.0,0.07272727292431287,0.10909090987906965,0.10909090987906965,0.07272727292431287,0.1818181818181818,0.2545454537572939,0.2181818197581393,0.2909090916972515,0.2909090916972515,0.2909090916972515
6%=0.06,0.12500000029103828,0.0,0.06250000014551914,0.09375000058207658,0.09375000058207658,0.06250000014551914,0.18750000116415316,0.25000000058207655,0.18750000116415316,0.25000000058207655,0.25000000058207655,0.25000000058207655
7%=0.07,0.10958904131958958,0.0,0.05479452065979479,0.10958904131958958,0.10958904131958958,0.08219178126931613,0.16438356253863226,0.21917808263917915,0.19178082147040984,0.21917808263917915,0.21917808263917915,0.21917808263917915
8%=0.08,0.12195121951219513,0.0,0.07317073206189555,0.09756097578704533,0.09756097578704533,0.1463414641237911,0.1707317069624947,0.19512195157409065,0.19512195157409065,0.19512195157409065,0.19512195157409065,0.19512195157409065
9%=0.09,0.1318681324439526,0.0,0.08791208805604309,0.10989010989010987,0.10989010989010987,0.15384615355824346,0.15384615355824346,0.17582417611208617,0.17582417611208617,0.17582417611208617,0.17582417611208617,0.17582417611208617
10%=0.1,0.12000000047683713,0.0,0.08000000011920928,0.12000000047683713,0.12000000047683713,0.13999999976158142,0.13999999976158142,0.16000000023841857,0.16000000023841857,0.16000000023841857,0.16000000023841857,0.16000000023841857
11%=0.11,0.11009174352061035,0.0,0.07339449551318011,0.14678899102636023,0.14678899102636023,0.1284403667718049,0.1284403667718049,0.14678899102636023,0.14678899102636023,0.14678899102636023,0.14678899102636023,0.16513761427755477
12%=0.12,0.11864406762538166,0.0,0.10169491559669429,0.13559322051021155,0.13559322051021155,0.11864406762538166,0.11864406762538166,0.13559322051021155,0.13559322051021155,0.13559322051021155,0.13559322051021155,0.15254237253889888
13%=0.13,0.11023622032462115,0.0,0.11023622032462115,0.12598425211632377,0.12598425211632377,0.11023622032462115,0.11023622032462115,0.12598425211632377,0.12598425211632377,0.12598425211632377,0.1417322831689273,0.1417322831689273
14%=0.14,0.10294117634168545,0.0,0.10294117634168545,0.13235294091866504,0.13235294091866504,0.10294117634168545,0.10294117634168545,0.11764705895243219,0.11764705895243219,0.11764705895243219,0.13235294091866504,0.13235294091866504
15%=0.15,0.09655172402453337,0.0,0.09655172402453337,0.12413793080768744,0.12413793080768744,0.09655172402453337,0.09655172402453337,0.11034482769960456,0.11034482769960456,0.11034482769960456,0.13793103448275862,0.12413793080768744
