% k, BiMo
TSPrideWithMotifCoreness-1(W/T/L): ,9|26|1,9,26,1
TSPrideWithMotifCoreness-2(W/T/L): ,7|27|2,7,27,2
TSPrideWithMotifCoreness-3(W/T/L): ,11|20|5,11,20,5
TSPrideWithMotifCoreness-4(W/T/L): ,6|27|3,6,27,3
TSPrideWithMotifCoreness-5(W/T/L): ,13|19|4,13,19,4
TSPrideWithMotifCoreness-6(W/T/L): ,10|22|4,10,22,4
TSPrideWithMotifCoreness-7(W/T/L): ,7|26|3,7,26,3
TSPrideWithMotifCoreness-8(W/T/L): ,12|21|3,12,21,3
TSPrideWithMotifCoreness-9(W/T/L): ,14|21|1,14,21,1
TSPrideWithMotifCoreness-10(W/T/L): ,11|21|4,11,21,4
TSPrideWithMotifCoreness-11(W/T/L): ,9|24|3,9,24,3
TSPrideWithMotifCoreness-12(W/T/L): ,8|26|2,8,26,2
TSPrideWithMotifCoreness-13(W/T/L): ,8|24|4,8,24,4
TSPrideWithMotifCoreness-14(W/T/L): ,8|24|4,8,24,4
TSPrideWithMotifCoreness-15(W/T/L): ,8|22|6,8,22,6
