% k, BiMo
TSPrideWithMotifCoreness-1(W/T/L): ,0|198|0,0,198,0
TSPrideWithMotifCoreness-2(W/T/L): ,31|154|13,31,154,13
TSPrideWithMotifCoreness-3(W/T/L): ,48|128|22,48,128,22
TSPrideWithMotifCoreness-4(W/T/L): ,53|116|29,53,116,29
TSPrideWithMotifCoreness-5(W/T/L): ,59|101|38,59,101,38
TSPrideWithMotifCoreness-6(W/T/L): ,75|98|25,75,98,25
TSPrideWithMotifCoreness-7(W/T/L): ,71|90|37,71,90,37
TSPrideWithMotifCoreness-8(W/T/L): ,77|82|39,77,82,39
TSPrideWithMotifCoreness-9(W/T/L): ,91|64|43,91,64,43
TSPrideWithMotifCoreness-10(W/T/L): ,93|67|38,93,67,38
TSPrideWithMotifCoreness-11(W/T/L): ,99|60|39,99,60,39
TSPrideWithMotifCoreness-12(W/T/L): ,107|62|29,107,62,29
TSPrideWithMotifCoreness-13(W/T/L): ,110|54|34,110,54,34
TSPrideWithMotifCoreness-14(W/T/L): ,106|54|38,106,54,38
TSPrideWithMotifCoreness-15(W/T/L): ,115|51|32,115,51,32
TSPrideWithMotifCoreness-16(W/T/L): ,119|47|32,119,47,32
TSPrideWithMotifCoreness-17(W/T/L): ,113|53|32,113,53,32
TSPrideWithMotifCoreness-18(W/T/L): ,112|53|33,112,53,33
TSPrideWithMotifCoreness-19(W/T/L): ,118|46|34,118,46,34
TSPrideWithMotifCoreness-20(W/T/L): ,117|45|36,117,45,36
TSPrideWithMotifCoreness-21(W/T/L): ,127|38|33,127,38,33
TSPrideWithMotifCoreness-22(W/T/L): ,128|35|35,128,35,35
TSPrideWithMotifCoreness-23(W/T/L): ,119|49|30,119,49,30
TSPrideWithMotifCoreness-24(W/T/L): ,121|49|28,121,49,28
TSPrideWithMotifCoreness-25(W/T/L): ,128|46|24,128,46,24
TSPrideWithMotifCoreness-26(W/T/L): ,127|42|29,127,42,29
TSPrideWithMotifCoreness-27(W/T/L): ,122|44|32,122,44,32
TSPrideWithMotifCoreness-28(W/T/L): ,118|44|36,118,44,36
TSPrideWithMotifCoreness-29(W/T/L): ,118|41|39,118,41,39
TSPrideWithMotifCoreness-30(W/T/L): ,116|41|41,116,41,41
