sum&21\sx222\sx27&32\sx220\sx18&30\sx224\sx16&31\sx205\sx34&37\sx197\sx36&35\sx209\sx26\\
WTL%&7.8\sx82.2\sx10.0&11.9\sx81.5\sx6.7&11.1\sx83.0\sx5.9&11.5\sx75.9\sx12.6&13.7\sx73.0\sx13.3&13.0\sx77.4\sx9.6\\
no worse&90.0&93.3&94.1&87.4&86.7&90.4\\
