software07,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)7,0.2,0.2,0.3
argouml(12)7,0.3333333333333333,0.4166666666666667,0.3333333333333333
gwtportlets(27)7,0.1851851851851851,0.1851851851851851,0.1851851851851851
javaclient(57)7,0.0350877192982456,0.0350877192982456,0.0350877192982456
jedit(7)7,0.5714285714285714,0.5714285714285714,0.4285714285714285
jgap(18)7,0.0555555555555555,0.0555555555555555,0.0555555555555555
jhotdraw(9)7,0.2222222222222222,0.2222222222222222,0.2222222222222222
jmeter_core(14)7,0.0714285714285714,0.0714285714285714,0.0714285714285714
JPMC(24)7,0.0416666666666666,0.0416666666666666,0.0416666666666666
log4j(9)7,0.1111111111111111,0.1111111111111111,0.1111111111111111
Mars(29)7,0.0689655172413793,0.1034482758620689,0.0689655172413793
Maze(27)7,0.2222222222222222,0.2222222222222222,0.2222222222222222
neuroph(24)7,0.2083333333333333,0.2083333333333333,0.2083333333333333
PDFBox(12)7,0.0,0.0,0.0
tomcat(28)7,0.0714285714285714,0.0714285714285714,0.0357142857142857
wro4j(12)7,0.1666666666666666,0.3333333333333333,0.25
Xerces(6)7,0.0,0.0,0.0
xuml(37)7,0.0,0.0,0.0
