software30,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)30,0.7,0.8,0.7
argouml(12)30,0.75,0.8333333333333334,0.8333333333333334
gwtportlets(27)30,0.5925925925925926,0.5555555555555556,0.5925925925925926
javaclient(57)30,0.3333333333333333,0.3333333333333333,0.3333333333333333
jedit(7)30,0.8571428571428571,0.8571428571428571,0.8571428571428571
jgap(18)30,0.2777777777777778,0.2777777777777778,0.2222222222222222
jhotdraw(9)30,0.7777777777777778,0.7777777777777778,0.8888888888888888
jmeter_core(14)30,0.3571428571428571,0.5,0.5
JPMC(24)30,0.2083333333333333,0.2083333333333333,0.2083333333333333
log4j(9)30,0.3333333333333333,0.4444444444444444,0.3333333333333333
Mars(29)30,0.3448275862068966,0.3448275862068966,0.3448275862068966
Maze(27)30,0.5555555555555556,0.5555555555555556,0.5925925925925926
neuroph(24)30,0.5416666666666666,0.6666666666666666,0.5416666666666666
PDFBox(12)30,0.25,0.3333333333333333,0.25
tomcat(28)30,0.2857142857142857,0.25,0.25
wro4j(12)30,1.0,1.0,1.0
Xerces(6)30,0.1666666666666666,0.3333333333333333,0.1666666666666666
xuml(37)30,0.0,0.0,0.0
