software17,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)17,0.5,0.5,0.5
argouml(12)17,0.5,0.5,0.5
gwtportlets(27)17,0.4074074074074074,0.4074074074074074,0.4074074074074074
javaclient(57)17,0.1228070175438596,0.1052631578947368,0.1228070175438596
jedit(7)17,0.8571428571428571,0.8571428571428571,0.7142857142857143
jgap(18)17,0.1666666666666666,0.1111111111111111,0.1666666666666666
jhotdraw(9)17,0.6666666666666666,0.5555555555555556,0.5555555555555556
jmeter_core(14)17,0.3571428571428571,0.3571428571428571,0.3571428571428571
JPMC(24)17,0.0833333333333333,0.0833333333333333,0.0833333333333333
log4j(9)17,0.3333333333333333,0.3333333333333333,0.3333333333333333
Mars(29)17,0.2413793103448276,0.2068965517241379,0.2068965517241379
Maze(27)17,0.4814814814814814,0.4814814814814814,0.4814814814814814
neuroph(24)17,0.4583333333333333,0.4583333333333333,0.4583333333333333
PDFBox(12)17,0.25,0.25,0.25
tomcat(28)17,0.2142857142857142,0.1428571428571428,0.1428571428571428
wro4j(12)17,0.5,0.6666666666666666,0.5833333333333334
Xerces(6)17,0.1666666666666666,0.1666666666666666,0.1666666666666666
xuml(37)17,0.0,0.0,0.0
