software06,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)6,0.2,0.2,0.2
argouml(12)6,0.3333333333333333,0.3333333333333333,0.3333333333333333
gwtportlets(27)6,0.1481481481481481,0.1481481481481481,0.1481481481481481
javaclient(57)6,0.0350877192982456,0.0350877192982456,0.0350877192982456
jedit(7)6,0.4285714285714285,0.4285714285714285,0.4285714285714285
jgap(18)6,0.0555555555555555,0.0,0.0555555555555555
jhotdraw(9)6,0.2222222222222222,0.2222222222222222,0.2222222222222222
jmeter_core(14)6,0.0714285714285714,0.0714285714285714,0.0714285714285714
JPMC(24)6,0.0416666666666666,0.0416666666666666,0.0416666666666666
log4j(9)6,0.1111111111111111,0.1111111111111111,0.1111111111111111
Mars(29)6,0.0344827586206896,0.0689655172413793,0.0689655172413793
Maze(27)6,0.1851851851851851,0.1851851851851851,0.1851851851851851
neuroph(24)6,0.1666666666666666,0.2083333333333333,0.1666666666666666
PDFBox(12)6,0.0,0.0,0.0
tomcat(28)6,0.0357142857142857,0.0714285714285714,0.0357142857142857
wro4j(12)6,0.0833333333333333,0.25,0.25
Xerces(6)6,0.0,0.0,0.0
xuml(37)6,0.0,0.0,0.0
