software13,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)13,0.5,0.4,0.4
argouml(12)13,0.5,0.5,0.5
gwtportlets(27)13,0.3703703703703703,0.2962962962962963,0.3703703703703703
javaclient(57)13,0.087719298245614,0.0701754385964912,0.087719298245614
jedit(7)13,0.7142857142857143,0.7142857142857143,0.7142857142857143
jgap(18)13,0.1111111111111111,0.1111111111111111,0.1111111111111111
jhotdraw(9)13,0.4444444444444444,0.4444444444444444,0.4444444444444444
jmeter_core(14)13,0.2142857142857142,0.2857142857142857,0.2857142857142857
JPMC(24)13,0.0833333333333333,0.0833333333333333,0.0833333333333333
log4j(9)13,0.2222222222222222,0.2222222222222222,0.2222222222222222
Mars(29)13,0.1379310344827586,0.1379310344827586,0.1379310344827586
Maze(27)13,0.4074074074074074,0.4074074074074074,0.4074074074074074
neuroph(24)13,0.375,0.375,0.375
PDFBox(12)13,0.1666666666666666,0.1666666666666666,0.1666666666666666
tomcat(28)13,0.1428571428571428,0.1071428571428571,0.1428571428571428
wro4j(12)13,0.25,0.4166666666666667,0.4166666666666667
Xerces(6)13,0.1666666666666666,0.0,0.0
xuml(37)13,0.0,0.0,0.0
