software02,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)2,0.1,0.1,0.1
argouml(12)2,0.0833333333333333,0.0833333333333333,0.0833333333333333
gwtportlets(27)2,0.037037037037037,0.037037037037037,0.037037037037037
javaclient(57)2,0.0175438596491228,0.0,0.0
jedit(7)2,0.1428571428571428,0.1428571428571428,0.1428571428571428
jgap(18)2,0.0,0.0,0.0
jhotdraw(9)2,0.1111111111111111,0.1111111111111111,0.1111111111111111
jmeter_core(14)2,0.0714285714285714,0.0714285714285714,0.0714285714285714
JPMC(24)2,0.0,0.0,0.0
log4j(9)2,0.0,0.0,0.0
Mars(29)2,0.0,0.0,0.0
Maze(27)2,0.037037037037037,0.037037037037037,0.037037037037037
neuroph(24)2,0.0416666666666666,0.0416666666666666,0.0416666666666666
PDFBox(12)2,0.0,0.0,0.0
tomcat(28)2,0.0,0.0,0.0
wro4j(12)2,0.0,0.0833333333333333,0.0
Xerces(6)2,0.0,0.0,0.0
xuml(37)2,0.0,0.0,0.0
