software09,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)9,0.3,0.3,0.3
argouml(12)9,0.5,0.5,0.5
gwtportlets(27)9,0.2592592592592592,0.2222222222222222,0.2222222222222222
javaclient(57)9,0.0350877192982456,0.0350877192982456,0.0350877192982456
jedit(7)9,0.5714285714285714,0.5714285714285714,0.5714285714285714
jgap(18)9,0.1111111111111111,0.0555555555555555,0.0555555555555555
jhotdraw(9)9,0.2222222222222222,0.2222222222222222,0.2222222222222222
jmeter_core(14)9,0.1428571428571428,0.0714285714285714,0.0714285714285714
JPMC(24)9,0.0833333333333333,0.0416666666666666,0.0833333333333333
log4j(9)9,0.1111111111111111,0.1111111111111111,0.2222222222222222
Mars(29)9,0.0689655172413793,0.1379310344827586,0.1034482758620689
Maze(27)9,0.2592592592592592,0.2592592592592592,0.2592592592592592
neuroph(24)9,0.25,0.25,0.25
PDFBox(12)9,0.0,0.0833333333333333,0.0833333333333333
tomcat(28)9,0.1071428571428571,0.0714285714285714,0.0714285714285714
wro4j(12)9,0.25,0.3333333333333333,0.3333333333333333
Xerces(6)9,0.1666666666666666,0.0,0.0
xuml(37)9,0.0,0.0,0.0
