software08,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)8,0.3,0.3,0.3
argouml(12)8,0.4166666666666667,0.4166666666666667,0.4166666666666667
gwtportlets(27)8,0.2222222222222222,0.2222222222222222,0.2222222222222222
javaclient(57)8,0.0350877192982456,0.0350877192982456,0.0350877192982456
jedit(7)8,0.5714285714285714,0.5714285714285714,0.5714285714285714
jgap(18)8,0.0555555555555555,0.0555555555555555,0.0555555555555555
jhotdraw(9)8,0.2222222222222222,0.2222222222222222,0.2222222222222222
jmeter_core(14)8,0.0714285714285714,0.0714285714285714,0.0714285714285714
JPMC(24)8,0.0416666666666666,0.0416666666666666,0.0416666666666666
log4j(9)8,0.1111111111111111,0.1111111111111111,0.1111111111111111
Mars(29)8,0.0689655172413793,0.1034482758620689,0.0689655172413793
Maze(27)8,0.2222222222222222,0.2592592592592592,0.2222222222222222
neuroph(24)8,0.2083333333333333,0.25,0.2083333333333333
PDFBox(12)8,0.0,0.0833333333333333,0.0833333333333333
tomcat(28)8,0.0714285714285714,0.0714285714285714,0.0714285714285714
wro4j(12)8,0.25,0.3333333333333333,0.25
Xerces(6)8,0.1666666666666666,0.0,0.0
xuml(37)8,0.0,0.0,0.0
