software18,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)18,0.5,0.5,0.5
argouml(12)18,0.5,0.5,0.5
gwtportlets(27)18,0.4074074074074074,0.4074074074074074,0.4074074074074074
javaclient(57)18,0.1929824561403508,0.1228070175438596,0.1929824561403508
jedit(7)18,0.8571428571428571,0.8571428571428571,0.7142857142857143
jgap(18)18,0.1666666666666666,0.1666666666666666,0.1666666666666666
jhotdraw(9)18,0.6666666666666666,0.5555555555555556,0.5555555555555556
jmeter_core(14)18,0.3571428571428571,0.3571428571428571,0.3571428571428571
JPMC(24)18,0.125,0.0833333333333333,0.0833333333333333
log4j(9)18,0.3333333333333333,0.3333333333333333,0.3333333333333333
Mars(29)18,0.2413793103448276,0.2068965517241379,0.2413793103448276
Maze(27)18,0.4814814814814814,0.4814814814814814,0.5185185185185185
neuroph(24)18,0.4583333333333333,0.4583333333333333,0.5
PDFBox(12)18,0.25,0.25,0.25
tomcat(28)18,0.25,0.1428571428571428,0.1428571428571428
wro4j(12)18,0.5833333333333334,0.6666666666666666,0.6666666666666666
Xerces(6)18,0.1666666666666666,0.1666666666666666,0.1666666666666666
xuml(37)18,0.0,0.0,0.0
