software10,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)10,0.4,0.4,0.3
argouml(12)10,0.5,0.5,0.5
gwtportlets(27)10,0.2592592592592592,0.2222222222222222,0.2592592592592592
javaclient(57)10,0.0350877192982456,0.0350877192982456,0.0350877192982456
jedit(7)10,0.5714285714285714,0.5714285714285714,0.5714285714285714
jgap(18)10,0.1111111111111111,0.1111111111111111,0.1111111111111111
jhotdraw(9)10,0.2222222222222222,0.2222222222222222,0.2222222222222222
jmeter_core(14)10,0.2142857142857142,0.1428571428571428,0.1428571428571428
JPMC(24)10,0.0833333333333333,0.0416666666666666,0.0833333333333333
log4j(9)10,0.1111111111111111,0.1111111111111111,0.2222222222222222
Mars(29)10,0.1034482758620689,0.1379310344827586,0.1379310344827586
Maze(27)10,0.2962962962962963,0.2962962962962963,0.2962962962962963
neuroph(24)10,0.2916666666666667,0.2916666666666667,0.2916666666666667
PDFBox(12)10,0.0833333333333333,0.0833333333333333,0.1666666666666666
tomcat(28)10,0.1428571428571428,0.1071428571428571,0.0714285714285714
wro4j(12)10,0.25,0.3333333333333333,0.3333333333333333
Xerces(6)10,0.1666666666666666,0.0,0.0
xuml(37)10,0.0,0.0,0.0
