software14,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)14,0.5,0.4,0.4
argouml(12)14,0.5,0.5,0.5
gwtportlets(27)14,0.4074074074074074,0.2962962962962963,0.4074074074074074
javaclient(57)14,0.087719298245614,0.087719298245614,0.087719298245614
jedit(7)14,0.7142857142857143,0.8571428571428571,0.7142857142857143
jgap(18)14,0.1111111111111111,0.1111111111111111,0.1111111111111111
jhotdraw(9)14,0.4444444444444444,0.4444444444444444,0.5555555555555556
jmeter_core(14)14,0.2857142857142857,0.2857142857142857,0.3571428571428571
JPMC(24)14,0.0833333333333333,0.0833333333333333,0.0833333333333333
log4j(9)14,0.2222222222222222,0.3333333333333333,0.2222222222222222
Mars(29)14,0.1724137931034483,0.1724137931034483,0.1724137931034483
Maze(27)14,0.4444444444444444,0.4074074074074074,0.4444444444444444
neuroph(24)14,0.4166666666666667,0.375,0.375
PDFBox(12)14,0.1666666666666666,0.25,0.1666666666666666
tomcat(28)14,0.1428571428571428,0.1428571428571428,0.1428571428571428
wro4j(12)14,0.3333333333333333,0.5,0.4166666666666667
Xerces(6)14,0.1666666666666666,0.0,0.0
xuml(37)14,0.0,0.0,0.0
