software05,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)5,0.1,0.1,0.1
argouml(12)5,0.25,0.25,0.25
gwtportlets(27)5,0.1111111111111111,0.1111111111111111,0.1111111111111111
javaclient(57)5,0.0350877192982456,0.0350877192982456,0.0350877192982456
jedit(7)5,0.4285714285714285,0.4285714285714285,0.4285714285714285
jgap(18)5,0.0555555555555555,0.0,0.0
jhotdraw(9)5,0.2222222222222222,0.2222222222222222,0.2222222222222222
jmeter_core(14)5,0.0714285714285714,0.0714285714285714,0.0714285714285714
JPMC(24)5,0.0416666666666666,0.0,0.0
log4j(9)5,0.1111111111111111,0.1111111111111111,0.1111111111111111
Mars(29)5,0.0344827586206896,0.0344827586206896,0.0344827586206896
Maze(27)5,0.1481481481481481,0.1481481481481481,0.1481481481481481
neuroph(24)5,0.1666666666666666,0.1666666666666666,0.1666666666666666
PDFBox(12)5,0.0,0.0,0.0
tomcat(28)5,0.0357142857142857,0.0357142857142857,0.0357142857142857
wro4j(12)5,0.0,0.25,0.1666666666666666
Xerces(6)5,0.0,0.0,0.0
xuml(37)5,0.0,0.0,0.0
