software03,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)3,0.1,0.1,0.1
argouml(12)3,0.1666666666666666,0.1666666666666666,0.1666666666666666
gwtportlets(27)3,0.074074074074074,0.074074074074074,0.074074074074074
javaclient(57)3,0.0175438596491228,0.0175438596491228,0.0175438596491228
jedit(7)3,0.2857142857142857,0.2857142857142857,0.2857142857142857
jgap(18)3,0.0,0.0,0.0
jhotdraw(9)3,0.1111111111111111,0.2222222222222222,0.1111111111111111
jmeter_core(14)3,0.0714285714285714,0.0714285714285714,0.0714285714285714
JPMC(24)3,0.0,0.0,0.0
log4j(9)3,0.0,0.0,0.0
Mars(29)3,0.0,0.0344827586206896,0.0344827586206896
Maze(27)3,0.074074074074074,0.074074074074074,0.074074074074074
neuroph(24)3,0.0833333333333333,0.0833333333333333,0.0833333333333333
PDFBox(12)3,0.0,0.0,0.0
tomcat(28)3,0.0,0.0,0.0
wro4j(12)3,0.0,0.1666666666666666,0.0
Xerces(6)3,0.0,0.0,0.0
xuml(37)3,0.0,0.0,0.0
