software04,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)4,0.1,0.1,0.1
argouml(12)4,0.25,0.25,0.25
gwtportlets(27)4,0.074074074074074,0.074074074074074,0.1111111111111111
javaclient(57)4,0.0350877192982456,0.0350877192982456,0.0175438596491228
jedit(7)4,0.4285714285714285,0.2857142857142857,0.2857142857142857
jgap(18)4,0.0555555555555555,0.0,0.0
jhotdraw(9)4,0.2222222222222222,0.2222222222222222,0.2222222222222222
jmeter_core(14)4,0.0714285714285714,0.0714285714285714,0.0714285714285714
JPMC(24)4,0.0,0.0,0.0
log4j(9)4,0.0,0.1111111111111111,0.0
Mars(29)4,0.0,0.0344827586206896,0.0344827586206896
Maze(27)4,0.1111111111111111,0.1111111111111111,0.1111111111111111
neuroph(24)4,0.125,0.125,0.125
PDFBox(12)4,0.0,0.0,0.0
tomcat(28)4,0.0,0.0,0.0
wro4j(12)4,0.0,0.25,0.0833333333333333
Xerces(6)4,0.0,0.0,0.0
xuml(37)4,0.0,0.0,0.0
