software24,TSPrideWithMotifCoreness-FGCS,TSPrideWithMotifCoreness-KANG,TSPrideWithMotifCoreness-SORA
ant_main(10)24,0.7,0.6,0.6
argouml(12)24,0.5833333333333334,0.75,0.8333333333333334
gwtportlets(27)24,0.5555555555555556,0.4444444444444444,0.5185185185185185
javaclient(57)24,0.2105263157894736,0.2105263157894736,0.2105263157894736
jedit(7)24,0.8571428571428571,0.8571428571428571,0.8571428571428571
jgap(18)24,0.2222222222222222,0.1666666666666666,0.2222222222222222
jhotdraw(9)24,0.6666666666666666,0.7777777777777778,0.7777777777777778
jmeter_core(14)24,0.3571428571428571,0.3571428571428571,0.3571428571428571
JPMC(24)24,0.125,0.1666666666666666,0.125
log4j(9)24,0.3333333333333333,0.3333333333333333,0.3333333333333333
Mars(29)24,0.2758620689655172,0.2758620689655172,0.3103448275862069
Maze(27)24,0.5185185185185185,0.5555555555555556,0.5555555555555556
neuroph(24)24,0.5416666666666666,0.5833333333333334,0.5416666666666666
PDFBox(12)24,0.25,0.25,0.25
tomcat(28)24,0.2857142857142857,0.1785714285714285,0.2142857142857142
wro4j(12)24,0.9166666666666666,0.9166666666666666,0.9166666666666666
Xerces(6)24,0.1666666666666666,0.1666666666666666,0.1666666666666666
xuml(37)24,0.0,0.0,0.0
