javaclient(57),h-index,a-index,k-core,ForwardPageRank-Sora,ForwardBackPageRank-Sora,g-core,MinClass,TSEPageRank,LiuPageRank,TSEPageRank_v15,iFit,TSPrideWithMotifCoreness
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.017543859649122806,0.0
3,0.03508771929824561,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.017543859649122806,0.017543859649122806
4,0.03508771929824561,0.0,0.0,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,0.017543859649122806,0.017543859649122806
5,0.03508771929824561,0.0,0.017543859649122806,0.0,0.0,0.03508771929824561,0.0,0.0,0.0,0.017543859649122806,0.017543859649122806,0.03508771929824561
6,0.03508771929824561,0.0,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.08771929824561403,0.0,0.0,0.0,0.017543859649122806,0.03508771929824561,0.03508771929824561
7,0.03508771929824561,0.0,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.08771929824561403,0.017543859649122806,0.0,0.0,0.017543859649122806,0.03508771929824561,0.03508771929824561
8,0.03508771929824561,0.0,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.08771929824561403,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.03508771929824561
9,0.05263157894736842,0.0,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.08771929824561403,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561
10,0.05263157894736842,0.0,0.03508771929824561,0.05263157894736842,0.05263157894736842,0.08771929824561403,0.017543859649122806,0.017543859649122806,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561
11,0.05263157894736842,0.0,0.03508771929824561,0.07017543859649122,0.07017543859649122,0.08771929824561403,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.05263157894736842
12,0.10526315789473684,0.0,0.03508771929824561,0.07017543859649122,0.07017543859649122,0.08771929824561403,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.05263157894736842,0.07017543859649122
13,0.10526315789473684,0.0,0.03508771929824561,0.07017543859649122,0.07017543859649122,0.10526315789473684,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.03508771929824561,0.07017543859649122,0.08771929824561403
14,0.12280701754385964,0.0,0.21052631578947367,0.08771929824561403,0.08771929824561403,0.12280701754385964,0.03508771929824561,0.03508771929824561,0.05263157894736842,0.05263157894736842,0.08771929824561403,0.08771929824561403
15,0.12280701754385964,0.0,0.21052631578947367,0.08771929824561403,0.08771929824561403,0.12280701754385964,0.03508771929824561,0.03508771929824561,0.05263157894736842,0.07017543859649122,0.10526315789473684,0.10526315789473684
16,0.12280701754385964,0.0,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.12280701754385964,0.03508771929824561,0.03508771929824561,0.05263157894736842,0.08771929824561403,0.12280701754385964,0.12280701754385964
17,0.12280701754385964,0.0,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.17543859649122806,0.03508771929824561,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.12280701754385964,0.12280701754385964
18,0.24561403508771928,0.0,0.21052631578947367,0.12280701754385964,0.12280701754385964,0.17543859649122806,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.12280701754385964,0.12280701754385964,0.19298245614035087
